,county,fips,Neighbors,Neighbor Code
1482,"Johnson County, KY",21115,"Floyd County, KY, Johnson County, KY, Lawrence County, KY, Magoffin County, KY, Martin County, KY, Morgan County, KY","21071, 21115, 21127, 21153, 21159, 21175"
1483,"Johnson County, MO",29101,"Cass County, MO, Henry County, MO, Jackson County, MO, Johnson County, MO, Lafayette County, MO, Pettis County, MO","29037, 29083, 29095, 29101, 29107, 29159"
1484,"Johnson County, NE",31097,"Gage County, NE, Johnson County, NE, Lancaster County, NE, Nemaha County, NE, Otoe County, NE, Pawnee County, NE","31067, 31097, 31109, 31127, 31131, 31133"
1485,"Johnson County, TN",47091,"Ashe County, NC, Avery County, NC, Watauga County, NC, Carter County, TN, Johnson County, TN, Sullivan County, TN, Grayson County, VA, Washington County, VA","37009, 37011, 37189, 47019, 47091, 47163, 51077, 51191"
1486,"Johnson County, TX",48251,"Bosque County, TX, Ellis County, TX, Hill County, TX, Hood County, TX, Johnson County, TX, Parker County, TX, Somervell County, TX, Tarrant County, TX","48035, 48139, 48217, 48221, 48251, 48367, 48425, 48439"
1487,"Johnson County, WY",56019,"Big Horn County, WY, Campbell County, WY, Converse County, WY, Johnson County, WY, Natrona County, WY, Sheridan County, WY, Washakie County, WY","56003, 56005, 56009, 56019, 56025, 56033, 56043"
1488,"Johnston County, NC",37101,"Franklin County, NC, Harnett County, NC, Johnston County, NC, Nash County, NC, Sampson County, NC, Wake County, NC, Wayne County, NC, Wilson County, NC","37069, 37085, 37101, 37127, 37163, 37183, 37191, 37195"
1489,"Johnston County, OK",40069,"Atoka County, OK, Bryan County, OK, Carter County, OK, Coal County, OK, Johnston County, OK, Marshall County, OK, Murray County, OK, Pontotoc County, OK","40005, 40013, 40019, 40029, 40069, 40095, 40099, 40123"
1490,"Jones County, GA",13169,"Baldwin County, GA, Bibb County, GA, Jasper County, GA, Jones County, GA, Monroe County, GA, Putnam County, GA, Twiggs County, GA, Wilkinson County, GA","13009, 13021, 13159, 13169, 13207, 13237, 13289, 13319"
1491,"Jones County, IA",19105,"Cedar County, IA, Clinton County, IA, Delaware County, IA, Dubuque County, IA, Jackson County, IA, Jones County, IA, Linn County, IA","19031, 19045, 19055, 19061, 19097, 19105, 19113"
1492,"Jones County, MS",28067,"Covington County, MS, Forrest County, MS, Jasper County, MS, Jones County, MS, Perry County, MS, Smith County, MS, Wayne County, MS","28031, 28035, 28061, 28067, 28111, 28129, 28153"
1493,"Jones County, NC",37103,"Carteret County, NC, Craven County, NC, Duplin County, NC, Jones County, NC, Lenoir County, NC, Onslow County, NC","37031, 37049, 37061, 37103, 37107, 37133"
1494,"Jones County, SD",46075,"Haakon County, SD, Jackson County, SD, Jones County, SD, Lyman County, SD, Mellette County, SD, Stanley County, SD","46055, 46071, 46075, 46085, 46095, 46117"
1495,"Jones County, TX",48253,"Callahan County, TX, Fisher County, TX, Haskell County, TX, Jones County, TX, Nolan County, TX, Shackelford County, TX, Stonewall County, TX, Taylor County, TX","48059, 48151, 48207, 48253, 48353, 48417, 48433, 48441"
1496,"Josephine County, OR",41033,"Del Norte County, CA, Siskiyou County, CA, Curry County, OR, Douglas County, OR, Jackson County, OR, Josephine County, OR","06015, 06093, 41015, 41019, 41029, 41033"
1497,"Juab County, UT",49023,"White Pine County, NV, Juab County, UT, Millard County, UT, Sanpete County, UT, Tooele County, UT, Utah County, UT","32033, 49023, 49027, 49039, 49045, 49049"
1498,"Juana Díaz Municipio, PR",72075,"Coamo Municipio, PR, Jayuya Municipio, PR, Juana Díaz Municipio, PR, Orocovis Municipio, PR, Ponce Municipio, PR, Santa Isabel Municipio, PR, Villalba Municipio, PR","72043, 72073, 72075, 72107, 72113, 72133, 72149"
1499,"Judith Basin County, MT",30045,"Cascade County, MT, Chouteau County, MT, Fergus County, MT, Judith Basin County, MT, Meagher County, MT, Wheatland County, MT","30013, 30015, 30027, 30045, 30059, 30107"
1500,"Juncos Municipio, PR",72077,"Canóvanas Municipio, PR, Carolina Municipio, PR, Gurabo Municipio, PR, Juncos Municipio, PR, Las Piedras Municipio, PR, San Lorenzo Municipio, PR","72029, 72031, 72063, 72077, 72085, 72129"
1501,"Juneau City and Borough, AK",02110,"Haines Borough, AK, Hoonah-Angoon Census Area, AK, Juneau City and Borough, AK","02100, 02105, 02110"
1502,"Juneau County, WI",55057,"Adams County, WI, Columbia County, WI, Jackson County, WI, Juneau County, WI, Monroe County, WI, Sauk County, WI, Vernon County, WI, Wood County, WI","55001, 55021, 55053, 55057, 55081, 55111, 55123, 55141"
1503,"Juniata County, PA",42067,"Dauphin County, PA, Franklin County, PA, Huntingdon County, PA, Juniata County, PA, Mifflin County, PA, Northumberland County, PA, Perry County, PA, Snyder County, PA","42043, 42055, 42061, 42067, 42087, 42097, 42099, 42109"
1504,"Kalamazoo County, MI",26077,"Allegan County, MI, Barry County, MI, Branch County, MI, Calhoun County, MI, Cass County, MI, Kalamazoo County, MI, St. Joseph County, MI, Van Buren County, MI","26005, 26015, 26023, 26025, 26027, 26077, 26149, 26159"
1505,"Kalawao County, HI",15005,"Kalawao County, HI, Maui County, HI","15005, 15009"
1506,"Kalkaska County, MI",26079,"Antrim County, MI, Crawford County, MI, Grand Traverse County, MI, Kalkaska County, MI, Missaukee County, MI, Otsego County, MI, Roscommon County, MI, Wexford County, MI","26009, 26039, 26055, 26079, 26113, 26137, 26143, 26165"
1507,"Kanabec County, MN",27065,"Aitkin County, MN, Chisago County, MN, Isanti County, MN, Kanabec County, MN, Mille Lacs County, MN, Pine County, MN","27001, 27025, 27059, 27065, 27095, 27115"
1508,"Kanawha County, WV",54039,"Boone County, WV, Clay County, WV, Fayette County, WV, Jackson County, WV, Kanawha County, WV, Lincoln County, WV, Nicholas County, WV, Putnam County, WV, Raleigh County, WV, Roane County, WV","54005, 54015, 54019, 54035, 54039, 54043, 54067, 54079, 54081, 54087"
1509,"Kandiyohi County, MN",27067,"Chippewa County, MN, Kandiyohi County, MN, Meeker County, MN, Pope County, MN, Renville County, MN, Stearns County, MN, Swift County, MN","27023, 27067, 27093, 27121, 27129, 27145, 27151"
1510,"Kane County, IL",17089,"Cook County, IL, DeKalb County, IL, DuPage County, IL, Kane County, IL, Kendall County, IL, McHenry County, IL","17031, 17037, 17043, 17089, 17093, 17111"
1511,"Kane County, UT",49025,"Coconino County, AZ, Mohave County, AZ, Garfield County, UT, Iron County, UT, Kane County, UT, San Juan County, UT, Washington County, UT","04005, 04015, 49017, 49021, 49025, 49037, 49053"
1512,"Kankakee County, IL",17091,"Ford County, IL, Grundy County, IL, Iroquois County, IL, Kankakee County, IL, Livingston County, IL, Will County, IL, Lake County, IN, Newton County, IN","17053, 17063, 17075, 17091, 17105, 17197, 18089, 18111"
1513,"Karnes County, TX",48255,"Atascosa County, TX, Bee County, TX, DeWitt County, TX, Goliad County, TX, Gonzales County, TX, Karnes County, TX, Live Oak County, TX, Wilson County, TX","48013, 48025, 48123, 48175, 48177, 48255, 48297, 48493"
1514,"Kauai County, HI",15007,"Kauai County, HI",15007
1515,"Kaufman County, TX",48257,"Dallas County, TX, Ellis County, TX, Henderson County, TX, Hunt County, TX, Kaufman County, TX, Rockwall County, TX, Van Zandt County, TX","48113, 48139, 48213, 48231, 48257, 48397, 48467"
1516,"Kay County, OK",40071,"Cowley County, KS, Sumner County, KS, Garfield County, OK, Grant County, OK, Kay County, OK, Noble County, OK, Osage County, OK","20035, 20191, 40047, 40053, 40071, 40103, 40113"
1517,"Kearney County, NE",31099,"Adams County, NE, Buffalo County, NE, Franklin County, NE, Harlan County, NE, Kearney County, NE, Phelps County, NE, Webster County, NE","31001, 31019, 31061, 31083, 31099, 31137, 31181"
1518,"Kearny County, KS",20093,"Finney County, KS, Grant County, KS, Hamilton County, KS, Haskell County, KS, Kearny County, KS, Scott County, KS, Stanton County, KS, Wichita County, KS","20055, 20067, 20075, 20081, 20093, 20171, 20187, 20203"
1519,"Keith County, NE",31101,"Arthur County, NE, Deuel County, NE, Garden County, NE, Keith County, NE, Lincoln County, NE, McPherson County, NE, Perkins County, NE","31005, 31049, 31069, 31101, 31111, 31117, 31135"
1520,"Kemper County, MS",28069,"Sumter County, AL, Kemper County, MS, Lauderdale County, MS, Neshoba County, MS, Newton County, MS, Noxubee County, MS, Winston County, MS","01119, 28069, 28075, 28099, 28101, 28103, 28159"
1521,"Kenai Peninsula Borough, AK",02122,"Anchorage Municipality, AK, Bethel Census Area, AK, Kenai Peninsula Borough, AK, Kodiak Island Borough, AK, Lake and Peninsula Borough, AK, Matanuska-Susitna Borough, AK, Valdez-Cordova Census Area, AK","02020, 02050, 02122, 02150, 02164, 02170, 02261"
1522,"Kendall County, IL",17093,"DeKalb County, IL, DuPage County, IL, Grundy County, IL, Kane County, IL, Kendall County, IL, LaSalle County, IL, Will County, IL","17037, 17043, 17063, 17089, 17093, 17099, 17197"
1523,"Kendall County, TX",48259,"Bandera County, TX, Bexar County, TX, Blanco County, TX, Comal County, TX, Gillespie County, TX, Kendall County, TX, Kerr County, TX","48019, 48029, 48031, 48091, 48171, 48259, 48265"
1524,"Kenedy County, TX",48261,"Brooks County, TX, Hidalgo County, TX, Kenedy County, TX, Kleberg County, TX, Willacy County, TX","48047, 48215, 48261, 48273, 48489"
1525,"Kennebec County, ME",23011,"Androscoggin County, ME, Franklin County, ME, Kennebec County, ME, Lincoln County, ME, Sagadahoc County, ME, Somerset County, ME, Waldo County, ME","23001, 23007, 23011, 23015, 23023, 23025, 23027"
1526,"Kenosha County, WI",55059,"Lake County, IL, McHenry County, IL, Allegan County, MI, Kenosha County, WI, Racine County, WI, Walworth County, WI","17097, 17111, 26005, 55059, 55101, 55127"
1527,"Kent County, DE",10001,"Kent County, DE, New Castle County, DE, Sussex County, DE, Caroline County, MD, Kent County, MD, Queen Anne's County, MD, Cape May County, NJ, Cumberland County, NJ, Salem County, NJ","10001, 10003, 10005, 24011, 24029, 24035, 34009, 34011, 34033"
1528,"Kent County, MD",24029,"Kent County, DE, New Castle County, DE, Anne Arundel County, MD, Baltimore County, MD, Cecil County, MD, Harford County, MD, Kent County, MD, Queen Anne's County, MD","10001, 10003, 24003, 24005, 24015, 24025, 24029, 24035"
1529,"Kent County, MI",26081,"Allegan County, MI, Barry County, MI, Ionia County, MI, Kent County, MI, Montcalm County, MI, Muskegon County, MI, Newaygo County, MI, Ottawa County, MI","26005, 26015, 26067, 26081, 26117, 26121, 26123, 26139"
1530,"Kent County, RI",44003,"New London County, CT, Windham County, CT, Bristol County, RI, Kent County, RI, Newport County, RI, Providence County, RI, Washington County, RI","09011, 09015, 44001, 44003, 44005, 44007, 44009"
1531,"Kent County, TX",48263,"Crosby County, TX, Dickens County, TX, Fisher County, TX, Garza County, TX, Kent County, TX, King County, TX, Scurry County, TX, Stonewall County, TX","48107, 48125, 48151, 48169, 48263, 48269, 48415, 48433"
1532,"Kenton County, KY",21117,"Boone County, KY, Campbell County, KY, Grant County, KY, Kenton County, KY, Pendleton County, KY, Hamilton County, OH","21015, 21037, 21081, 21117, 21191, 39061"
1533,"Keokuk County, IA",19107,"Iowa County, IA, Jefferson County, IA, Keokuk County, IA, Mahaska County, IA, Poweshiek County, IA, Wapello County, IA, Washington County, IA","19095, 19101, 19107, 19123, 19157, 19179, 19183"
1534,"Kern County, CA",06029,"Inyo County, CA, Kern County, CA, Kings County, CA, Los Angeles County, CA, San Bernardino County, CA, San Luis Obispo County, CA, Santa Barbara County, CA, Tulare County, CA, Ventura County, CA","06027, 06029, 06031, 06037, 06071, 06079, 06083, 06107, 06111"
1535,"Kerr County, TX",48265,"Bandera County, TX, Edwards County, TX, Gillespie County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Real County, TX","48019, 48137, 48171, 48259, 48265, 48267, 48385"
1536,"Kershaw County, SC",45055,"Chesterfield County, SC, Darlington County, SC, Fairfield County, SC, Kershaw County, SC, Lancaster County, SC, Lee County, SC, Richland County, SC, Sumter County, SC","45025, 45031, 45039, 45055, 45057, 45061, 45079, 45085"
1537,"Ketchikan Gateway Borough, AK",02130,"Ketchikan Gateway Borough, AK, Prince of Wales-Hyder Census Area, AK, Wrangell City and Borough, AK","02130, 02198, 02275"
1538,"Kewaunee County, WI",55061,"Benzie County, MI, Manistee County, MI, Brown County, WI, Door County, WI, Kewaunee County, WI, Manitowoc County, WI","26019, 26101, 55009, 55029, 55061, 55071"
1539,"Keweenaw County, MI",26083,"Alger County, MI, Houghton County, MI, Keweenaw County, MI, Marquette County, MI, Ontonagon County, MI, Cook County, MN","26003, 26061, 26083, 26103, 26131, 27031"
1540,"Keya Paha County, NE",31103,"Boyd County, NE, Brown County, NE, Cherry County, NE, Holt County, NE, Keya Paha County, NE, Rock County, NE, Gregory County, SD, Todd County, SD, Tripp County, SD","31015, 31017, 31031, 31089, 31103, 31149, 46053, 46121, 46123"
1541,"Kidder County, ND",38043,"Burleigh County, ND, Emmons County, ND, Kidder County, ND, Logan County, ND, Sheridan County, ND, Stutsman County, ND, Wells County, ND","38015, 38029, 38043, 38047, 38083, 38093, 38103"
1542,"Kimball County, NE",31105,"Logan County, CO, Weld County, CO, Banner County, NE, Cheyenne County, NE, Kimball County, NE, Laramie County, WY","08075, 08123, 31007, 31033, 31105, 56021"
1543,"Kimble County, TX",48267,"Edwards County, TX, Gillespie County, TX, Kerr County, TX, Kimble County, TX, Mason County, TX, Menard County, TX, Schleicher County, TX, Sutton County, TX","48137, 48171, 48265, 48267, 48319, 48327, 48413, 48435"
1544,"King County, TX",48269,"Cottle County, TX, Dickens County, TX, Foard County, TX, Haskell County, TX, Kent County, TX, King County, TX, Knox County, TX, Motley County, TX, Stonewall County, TX","48101, 48125, 48155, 48207, 48263, 48269, 48275, 48345, 48433"
1545,"King County, WA",53033,"Chelan County, WA, King County, WA, Kitsap County, WA, Kittitas County, WA, Pierce County, WA, Snohomish County, WA, Yakima County, WA","53007, 53033, 53035, 53037, 53053, 53061, 53077"
1546,"King George County, VA",51099,"Charles County, MD, Caroline County, VA, Essex County, VA, King George County, VA, Stafford County, VA, Westmoreland County, VA","24017, 51033, 51057, 51099, 51179, 51193"
1547,"King William County, VA",51101,"Caroline County, VA, Hanover County, VA, King and Queen County, VA, King William County, VA, New Kent County, VA","51033, 51085, 51097, 51101, 51127"
1548,"King and Queen County, VA",51097,"Caroline County, VA, Essex County, VA, Gloucester County, VA, James City County, VA, King and Queen County, VA, King William County, VA, Middlesex County, VA, New Kent County, VA","51033, 51057, 51073, 51095, 51097, 51101, 51119, 51127"
1549,"Kingfisher County, OK",40073,"Blaine County, OK, Canadian County, OK, Garfield County, OK, Kingfisher County, OK, Logan County, OK, Major County, OK, Oklahoma County, OK","40011, 40017, 40047, 40073, 40083, 40093, 40109"
1550,"Kingman County, KS",20095,"Barber County, KS, Harper County, KS, Kingman County, KS, Pratt County, KS, Reno County, KS, Sedgwick County, KS, Sumner County, KS","20007, 20077, 20095, 20151, 20155, 20173, 20191"
1551,"Kings County, CA",06031,"Fresno County, CA, Kern County, CA, Kings County, CA, Monterey County, CA, San Luis Obispo County, CA, Tulare County, CA","06019, 06029, 06031, 06053, 06079, 06107"
1552,"Kings County, NY",36047,"Hudson County, NJ, Kings County, NY, New York County, NY, Queens County, NY, Richmond County, NY","34017, 36047, 36061, 36081, 36085"
1553,"Kingsbury County, SD",46077,"Beadle County, SD, Brookings County, SD, Clark County, SD, Hamlin County, SD, Kingsbury County, SD, Lake County, SD, Miner County, SD, Sanborn County, SD","46005, 46011, 46025, 46057, 46077, 46079, 46097, 46111"
1554,"Kinney County, TX",48271,"Edwards County, TX, Kinney County, TX, Maverick County, TX, Uvalde County, TX, Val Verde County, TX, Zavala County, TX","48137, 48271, 48323, 48463, 48465, 48507"
1555,"Kiowa County, CO",08061,"Bent County, CO, Cheyenne County, CO, Crowley County, CO, Kiowa County, CO, Lincoln County, CO, Otero County, CO, Prowers County, CO, Greeley County, KS","08011, 08017, 08025, 08061, 08073, 08089, 08099, 20071"
1556,"Kiowa County, KS",20097,"Barber County, KS, Clark County, KS, Comanche County, KS, Edwards County, KS, Ford County, KS, Kiowa County, KS, Pratt County, KS","20007, 20025, 20033, 20047, 20057, 20097, 20151"
1557,"Kiowa County, OK",40075,"Beckham County, OK, Caddo County, OK, Comanche County, OK, Greer County, OK, Jackson County, OK, Kiowa County, OK, Tillman County, OK, Washita County, OK","40009, 40015, 40031, 40055, 40065, 40075, 40141, 40149"
1558,"Kit Carson County, CO",08063,"Cheyenne County, CO, Kit Carson County, CO, Lincoln County, CO, Washington County, CO, Yuma County, CO, Cheyenne County, KS, Sherman County, KS, Wallace County, KS","08017, 08063, 08073, 08121, 08125, 20023, 20181, 20199"
1559,"Kitsap County, WA",53035,"Island County, WA, Jefferson County, WA, King County, WA, Kitsap County, WA, Mason County, WA, Pierce County, WA, Snohomish County, WA","53029, 53031, 53033, 53035, 53045, 53053, 53061"
1560,"Kittitas County, WA",53037,"Chelan County, WA, Douglas County, WA, Grant County, WA, King County, WA, Kittitas County, WA, Pierce County, WA, Yakima County, WA","53007, 53017, 53025, 53033, 53037, 53053, 53077"
1561,"Kittson County, MN",27069,"Kittson County, MN, Marshall County, MN, Roseau County, MN, Pembina County, ND","27069, 27089, 27135, 38067"
1562,"Klamath County, OR",41035,"Modoc County, CA, Siskiyou County, CA, Deschutes County, OR, Douglas County, OR, Jackson County, OR, Klamath County, OR, Lake County, OR, Lane County, OR","06049, 06093, 41017, 41019, 41029, 41035, 41037, 41039"
1563,"Kleberg County, TX",48273,"Brooks County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, Nueces County, TX","48047, 48249, 48261, 48273, 48355"
1564,"Klickitat County, WA",53039,"Gilliam County, OR, Hood River County, OR, Morrow County, OR, Sherman County, OR, Wasco County, OR, Benton County, WA, Klickitat County, WA, Skamania County, WA, Yakima County, WA","41021, 41027, 41049, 41055, 41065, 53005, 53039, 53059, 53077"
1565,"Knott County, KY",21119,"Breathitt County, KY, Floyd County, KY, Knott County, KY, Letcher County, KY, Magoffin County, KY, Perry County, KY, Pike County, KY","21025, 21071, 21119, 21133, 21153, 21193, 21195"
1566,"Knox County, IL",17095,"Fulton County, IL, Henry County, IL, Knox County, IL, Mercer County, IL, Peoria County, IL, Stark County, IL, Warren County, IL","17057, 17073, 17095, 17131, 17143, 17175, 17187"
1567,"Knox County, IN",18083,"Crawford County, IL, Lawrence County, IL, Wabash County, IL, Daviess County, IN, Gibson County, IN, Greene County, IN, Knox County, IN, Pike County, IN, Sullivan County, IN","17033, 17101, 17185, 18027, 18051, 18055, 18083, 18125, 18153"
1568,"Knox County, KY",21121,"Bell County, KY, Clay County, KY, Knox County, KY, Laurel County, KY, Whitley County, KY","21013, 21051, 21121, 21125, 21235"
1569,"Knox County, ME",23013,"Hancock County, ME, Knox County, ME, Lincoln County, ME, Waldo County, ME","23009, 23013, 23015, 23027"
1570,"Knox County, MO",29103,"Adair County, MO, Clark County, MO, Knox County, MO, Lewis County, MO, Macon County, MO, Scotland County, MO, Shelby County, MO","29001, 29045, 29103, 29111, 29121, 29199, 29205"
1571,"Knox County, NE",31107,"Antelope County, NE, Boyd County, NE, Cedar County, NE, Holt County, NE, Knox County, NE, Pierce County, NE, Bon Homme County, SD, Charles Mix County, SD, Yankton County, SD","31003, 31015, 31027, 31089, 31107, 31139, 46009, 46023, 46135"
1572,"Knox County, OH",39083,"Ashland County, OH, Coshocton County, OH, Delaware County, OH, Holmes County, OH, Knox County, OH, Licking County, OH, Morrow County, OH, Richland County, OH","39005, 39031, 39041, 39075, 39083, 39089, 39117, 39139"
1573,"Knox County, TN",47093,"Anderson County, TN, Blount County, TN, Grainger County, TN, Jefferson County, TN, Knox County, TN, Loudon County, TN, Roane County, TN, Sevier County, TN, Union County, TN","47001, 47009, 47057, 47089, 47093, 47105, 47145, 47155, 47173"
1574,"Knox County, TX",48275,"Baylor County, TX, Foard County, TX, Haskell County, TX, King County, TX, Knox County, TX, Stonewall County, TX, Throckmorton County, TX","48023, 48155, 48207, 48269, 48275, 48433, 48447"
1575,"Kodiak Island Borough, AK",02150,"Kenai Peninsula Borough, AK, Kodiak Island Borough, AK, Lake and Peninsula Borough, AK","02122, 02150, 02164"
1576,"Koochiching County, MN",27071,"Beltrami County, MN, Itasca County, MN, Koochiching County, MN, Lake of the Woods County, MN, St. Louis County, MN","27007, 27061, 27071, 27077, 27137"
1577,"Kootenai County, ID",16055,"Benewah County, ID, Bonner County, ID, Kootenai County, ID, Shoshone County, ID, Spokane County, WA","16009, 16017, 16055, 16079, 53063"
1578,"Kosciusko County, IN",18085,"Elkhart County, IN, Fulton County, IN, Kosciusko County, IN, Marshall County, IN, Noble County, IN, Wabash County, IN, Whitley County, IN","18039, 18049, 18085, 18099, 18113, 18169, 18183"
1579,"Kossuth County, IA",19109,"Emmet County, IA, Hancock County, IA, Humboldt County, IA, Kossuth County, IA, Palo Alto County, IA, Pocahontas County, IA, Winnebago County, IA, Wright County, IA, Faribault County, MN, Martin County, MN","19063, 19081, 19091, 19109, 19147, 19151, 19189, 19197, 27043, 27091"
1580,"La Crosse County, WI",55063,"Houston County, MN, Winona County, MN, Jackson County, WI, La Crosse County, WI, Monroe County, WI, Trempealeau County, WI, Vernon County, WI","27055, 27169, 55053, 55063, 55081, 55121, 55123"
1581,"La Paz County, AZ",04012,"La Paz County, AZ, Maricopa County, AZ, Mohave County, AZ, Yavapai County, AZ, Yuma County, AZ, Imperial County, CA, Riverside County, CA, San Bernardino County, CA","04012, 04013, 04015, 04025, 04027, 06025, 06065, 06071"
1582,"La Plata County, CO",08067,"Archuleta County, CO, Dolores County, CO, Hinsdale County, CO, La Plata County, CO, Montezuma County, CO, San Juan County, CO, San Juan County, NM","08007, 08033, 08053, 08067, 08083, 08111, 35045"
1583,"La Salle County, TX",48283,"Atascosa County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, La Salle County, TX, McMullen County, TX, Webb County, TX","48013, 48127, 48131, 48163, 48283, 48311, 48479"
1584,"La Salle Parish, LA",22059,"Avoyelles Parish, LA, Caldwell Parish, LA, Catahoula Parish, LA, Grant Parish, LA, La Salle Parish, LA, Rapides Parish, LA, Winn Parish, LA","22009, 22021, 22025, 22043, 22059, 22079, 22127"
1585,"LaGrange County, IN",18087,"DeKalb County, IN, Elkhart County, IN, LaGrange County, IN, Noble County, IN, Steuben County, IN, Branch County, MI, St. Joseph County, MI","18033, 18039, 18087, 18113, 18151, 26023, 26149"
1586,"LaMoure County, ND",38045,"Barnes County, ND, Dickey County, ND, LaMoure County, ND, Logan County, ND, McIntosh County, ND, Ransom County, ND, Stutsman County, ND","38003, 38021, 38045, 38047, 38051, 38073, 38093"
1587,"LaPorte County, IN",18091,"Jasper County, IN, LaPorte County, IN, Porter County, IN, St. Joseph County, IN, Starke County, IN, Berrien County, MI","18073, 18091, 18127, 18141, 18149, 26021"
1588,"LaSalle County, IL",17099,"Bureau County, IL, DeKalb County, IL, Grundy County, IL, Kendall County, IL, LaSalle County, IL, Lee County, IL, Livingston County, IL, Marshall County, IL, Putnam County, IL, Woodford County, IL","17011, 17037, 17063, 17093, 17099, 17103, 17105, 17123, 17155, 17203"
1589,"Labette County, KS",20099,"Cherokee County, KS, Crawford County, KS, Labette County, KS, Montgomery County, KS, Neosho County, KS, Craig County, OK, Nowata County, OK","20021, 20037, 20099, 20125, 20133, 40035, 40105"
1590,"Lac qui Parle County, MN",27073,"Big Stone County, MN, Chippewa County, MN, Lac qui Parle County, MN, Swift County, MN, Yellow Medicine County, MN, Deuel County, SD, Grant County, SD","27011, 27023, 27073, 27151, 27173, 46039, 46051"
1591,"Lackawanna County, PA",42069,"Lackawanna County, PA, Luzerne County, PA, Monroe County, PA, Susquehanna County, PA, Wayne County, PA, Wyoming County, PA","42069, 42079, 42089, 42115, 42127, 42131"
1592,"Laclede County, MO",29105,"Camden County, MO, Dallas County, MO, Laclede County, MO, Pulaski County, MO, Texas County, MO, Webster County, MO, Wright County, MO","29029, 29059, 29105, 29169, 29215, 29225, 29229"
1593,"Lafayette County, AR",05073,"Columbia County, AR, Hempstead County, AR, Lafayette County, AR, Miller County, AR, Nevada County, AR, Bossier Parish, LA, Webster Parish, LA","05027, 05057, 05073, 05091, 05099, 22015, 22119"
1594,"Lafayette County, FL",12067,"Dixie County, FL, Gilchrist County, FL, Lafayette County, FL, Madison County, FL, Suwannee County, FL, Taylor County, FL","12029, 12041, 12067, 12079, 12121, 12123"
1595,"Lafayette County, MO",29107,"Carroll County, MO, Jackson County, MO, Johnson County, MO, Lafayette County, MO, Pettis County, MO, Ray County, MO, Saline County, MO","29033, 29095, 29101, 29107, 29159, 29177, 29195"
1596,"Lafayette County, MS",28071,"Calhoun County, MS, Lafayette County, MS, Marshall County, MS, Panola County, MS, Pontotoc County, MS, Tate County, MS, Union County, MS, Yalobusha County, MS","28013, 28071, 28093, 28107, 28115, 28137, 28145, 28161"
1597,"Lafayette County, WI",55065,"Jo Daviess County, IL, Stephenson County, IL, Grant County, WI, Green County, WI, Iowa County, WI, Lafayette County, WI","17085, 17177, 55043, 55045, 55049, 55065"
1598,"Lafayette Parish, LA",22055,"Acadia Parish, LA, Iberia Parish, LA, Lafayette Parish, LA, St. Landry Parish, LA, St. Martin Parish, LA, Vermilion Parish, LA","22001, 22045, 22055, 22097, 22099, 22113"
1599,"Lafourche Parish, LA",22057,"Assumption Parish, LA, Jefferson Parish, LA, Lafourche Parish, LA, St. Charles Parish, LA, St. James Parish, LA, St. John the Baptist Parish, LA, Terrebonne Parish, LA","22007, 22051, 22057, 22089, 22093, 22095, 22109"
1600,"Lajas Municipio, PR",72079,"Cabo Rojo Municipio, PR, Guánica Municipio, PR, Lajas Municipio, PR, Sabana Grande Municipio, PR, San Germán Municipio, PR","72023, 72055, 72079, 72121, 72125"
1601,"Lake County, CA",06033,"Colusa County, CA, Glenn County, CA, Lake County, CA, Mendocino County, CA, Napa County, CA, Sonoma County, CA, Yolo County, CA","06011, 06021, 06033, 06045, 06055, 06097, 06113"
1602,"Lake County, CO",08065,"Chaffee County, CO, Eagle County, CO, Lake County, CO, Park County, CO, Pitkin County, CO, Summit County, CO","08015, 08037, 08065, 08093, 08097, 08117"
1603,"Lake County, FL",12069,"Lake County, FL, Marion County, FL, Orange County, FL, Osceola County, FL, Polk County, FL, Seminole County, FL, Sumter County, FL, Volusia County, FL","12069, 12083, 12095, 12097, 12105, 12117, 12119, 12127"
1604,"Lake County, IL",17097,"Cook County, IL, Lake County, IL, McHenry County, IL, Allegan County, MI, Berrien County, MI, Van Buren County, MI, Kenosha County, WI","17031, 17097, 17111, 26005, 26021, 26159, 55059"
1605,"Lake County, IN",18089,"Cook County, IL, Kankakee County, IL, Will County, IL, Jasper County, IN, Lake County, IN, Newton County, IN, Porter County, IN","17031, 17091, 17197, 18073, 18089, 18111, 18127"
1606,"Lake County, MI",26085,"Lake County, MI, Manistee County, MI, Mason County, MI, Mecosta County, MI, Newaygo County, MI, Oceana County, MI, Osceola County, MI, Wexford County, MI","26085, 26101, 26105, 26107, 26123, 26127, 26133, 26165"
1607,"Lake County, MN",27075,"Cook County, MN, Lake County, MN, St. Louis County, MN, Ashland County, WI, Bayfield County, WI, Douglas County, WI","27031, 27075, 27137, 55003, 55007, 55031"
1608,"Lake County, MT",30047,"Flathead County, MT, Lake County, MT, Missoula County, MT, Sanders County, MT","30029, 30047, 30063, 30089"
1609,"Lake County, OH",39085,"Ashtabula County, OH, Cuyahoga County, OH, Geauga County, OH, Lake County, OH","39007, 39035, 39055, 39085"
1610,"Lake County, OR",41037,"Modoc County, CA, Washoe County, NV, Deschutes County, OR, Harney County, OR, Klamath County, OR, Lake County, OR","06049, 32031, 41017, 41025, 41035, 41037"
