,county,fips,Neighbors,Neighbor Code
2812,"Surry County, VA",51181,"Charles City County, VA, Isle of Wight County, VA, James City County, VA, Prince George County, VA, Southampton County, VA, Surry County, VA, Sussex County, VA, Newport News city, VA","51036, 51093, 51095, 51149, 51175, 51181, 51183, 51700"
2813,"Susquehanna County, PA",42115,"Broome County, NY, Tioga County, NY, Bradford County, PA, Lackawanna County, PA, Susquehanna County, PA, Wayne County, PA, Wyoming County, PA","36007, 36107, 42015, 42069, 42115, 42127, 42131"
2814,"Sussex County, DE",10005,"Kent County, DE, Sussex County, DE, Caroline County, MD, Dorchester County, MD, Wicomico County, MD, Worcester County, MD, Cape May County, NJ","10001, 10005, 24011, 24019, 24045, 24047, 34009"
2815,"Sussex County, NJ",34037,"Morris County, NJ, Passaic County, NJ, Sussex County, NJ, Warren County, NJ, Orange County, NY, Monroe County, PA, Pike County, PA","34027, 34031, 34037, 34041, 36071, 42089, 42103"
2816,"Sussex County, VA",51183,"Dinwiddie County, VA, Greensville County, VA, Prince George County, VA, Southampton County, VA, Surry County, VA, Sussex County, VA","51053, 51081, 51149, 51175, 51181, 51183"
2817,"Sutter County, CA",06101,"Butte County, CA, Colusa County, CA, Placer County, CA, Sacramento County, CA, Sutter County, CA, Yolo County, CA, Yuba County, CA","06007, 06011, 06061, 06067, 06101, 06113, 06115"
2818,"Sutton County, TX",48435,"Crockett County, TX, Edwards County, TX, Kimble County, TX, Menard County, TX, Schleicher County, TX, Sutton County, TX, Val Verde County, TX","48105, 48137, 48267, 48327, 48413, 48435, 48465"
2819,"Suwannee County, FL",12121,"Columbia County, FL, Gilchrist County, FL, Hamilton County, FL, Lafayette County, FL, Madison County, FL, Suwannee County, FL","12023, 12041, 12047, 12067, 12079, 12121"
2820,"Swain County, NC",37173,"Graham County, NC, Haywood County, NC, Jackson County, NC, Macon County, NC, Swain County, NC, Blount County, TN, Sevier County, TN","37075, 37087, 37099, 37113, 37173, 47009, 47155"
2821,"Swains Island, AS",60040,"Swains Island, AS",60040
2822,"Sweet Grass County, MT",30097,"Golden Valley County, MT, Meagher County, MT, Park County, MT, Stillwater County, MT, Sweet Grass County, MT, Wheatland County, MT","30037, 30059, 30067, 30095, 30097, 30107"
2823,"Sweetwater County, WY",56037,"Moffat County, CO, Daggett County, UT, Summit County, UT, Carbon County, WY, Fremont County, WY, Lincoln County, WY, Sublette County, WY, Sweetwater County, WY, Uinta County, WY","08081, 49009, 49043, 56007, 56013, 56023, 56035, 56037, 56041"
2824,"Swift County, MN",27151,"Big Stone County, MN, Chippewa County, MN, Kandiyohi County, MN, Lac qui Parle County, MN, Pope County, MN, Stevens County, MN, Swift County, MN","27011, 27023, 27067, 27073, 27121, 27149, 27151"
2825,"Swisher County, TX",48437,"Armstrong County, TX, Briscoe County, TX, Castro County, TX, Floyd County, TX, Hale County, TX, Randall County, TX, Swisher County, TX","48011, 48045, 48069, 48153, 48189, 48381, 48437"
2826,"Switzerland County, IN",18155,"Jefferson County, IN, Ohio County, IN, Ripley County, IN, Switzerland County, IN, Boone County, KY, Carroll County, KY, Gallatin County, KY","18077, 18115, 18137, 18155, 21015, 21041, 21077"
2827,"Talbot County, GA",13263,"Chattahoochee County, GA, Harris County, GA, Marion County, GA, Meriwether County, GA, Muscogee County, GA, Talbot County, GA, Taylor County, GA, Upson County, GA","13053, 13145, 13197, 13199, 13215, 13263, 13269, 13293"
2828,"Talbot County, MD",24041,"Anne Arundel County, MD, Calvert County, MD, Caroline County, MD, Dorchester County, MD, Queen Anne's County, MD, Talbot County, MD","24003, 24009, 24011, 24019, 24035, 24041"
2829,"Taliaferro County, GA",13265,"Greene County, GA, Hancock County, GA, Oglethorpe County, GA, Taliaferro County, GA, Warren County, GA, Wilkes County, GA","13133, 13141, 13221, 13265, 13301, 13317"
2830,"Talladega County, AL",01121,"Calhoun County, AL, Clay County, AL, Cleburne County, AL, Coosa County, AL, St. Clair County, AL, Shelby County, AL, Talladega County, AL","01015, 01027, 01029, 01037, 01115, 01117, 01121"
2831,"Tallahatchie County, MS",28135,"Coahoma County, MS, Grenada County, MS, Leflore County, MS, Panola County, MS, Quitman County, MS, Sunflower County, MS, Tallahatchie County, MS, Yalobusha County, MS","28027, 28043, 28083, 28107, 28119, 28133, 28135, 28161"
2832,"Tallapoosa County, AL",01123,"Chambers County, AL, Clay County, AL, Coosa County, AL, Elmore County, AL, Lee County, AL, Macon County, AL, Randolph County, AL, Tallapoosa County, AL","01017, 01027, 01037, 01051, 01081, 01087, 01111, 01123"
2833,"Tama County, IA",19171,"Benton County, IA, Black Hawk County, IA, Grundy County, IA, Iowa County, IA, Jasper County, IA, Marshall County, IA, Poweshiek County, IA, Tama County, IA","19011, 19013, 19075, 19095, 19099, 19127, 19157, 19171"
2834,"Taney County, MO",29213,"Boone County, AR, Carroll County, AR, Marion County, AR, Christian County, MO, Douglas County, MO, Ozark County, MO, Stone County, MO, Taney County, MO","05009, 05015, 05089, 29043, 29067, 29153, 29209, 29213"
2835,"Tangipahoa Parish, LA",22105,"Jefferson Parish, LA, Livingston Parish, LA, St. Charles Parish, LA, St. Helena Parish, LA, St. John the Baptist Parish, LA, St. Tammany Parish, LA, Tangipahoa Parish, LA, Washington Parish, LA, Amite County, MS, Pike County, MS","22051, 22063, 22089, 22091, 22095, 22103, 22105, 22117, 28005, 28113"
2836,"Taos County, NM",35055,"Conejos County, CO, Costilla County, CO, Colfax County, NM, Mora County, NM, Rio Arriba County, NM, Taos County, NM","08021, 08023, 35007, 35033, 35039, 35055"
2837,"Tarrant County, TX",48439,"Dallas County, TX, Denton County, TX, Ellis County, TX, Johnson County, TX, Parker County, TX, Tarrant County, TX, Wise County, TX","48113, 48121, 48139, 48251, 48367, 48439, 48497"
2838,"Tate County, MS",28137,"DeSoto County, MS, Lafayette County, MS, Marshall County, MS, Panola County, MS, Tate County, MS, Tunica County, MS","28033, 28071, 28093, 28107, 28137, 28143"
2839,"Tattnall County, GA",13267,"Appling County, GA, Candler County, GA, Emanuel County, GA, Evans County, GA, Liberty County, GA, Long County, GA, Tattnall County, GA, Toombs County, GA, Wayne County, GA","13001, 13043, 13107, 13109, 13179, 13183, 13267, 13279, 13305"
2840,"Taylor County, FL",12123,"Dixie County, FL, Jefferson County, FL, Lafayette County, FL, Madison County, FL, Taylor County, FL","12029, 12065, 12067, 12079, 12123"
2841,"Taylor County, GA",13269,"Crawford County, GA, Macon County, GA, Marion County, GA, Peach County, GA, Schley County, GA, Talbot County, GA, Taylor County, GA, Upson County, GA","13079, 13193, 13197, 13225, 13249, 13263, 13269, 13293"
2842,"Taylor County, IA",19173,"Adams County, IA, Montgomery County, IA, Page County, IA, Ringgold County, IA, Taylor County, IA, Union County, IA, Nodaway County, MO, Worth County, MO","19003, 19137, 19145, 19159, 19173, 19175, 29147, 29227"
2843,"Taylor County, KY",21217,"Adair County, KY, Casey County, KY, Green County, KY, Larue County, KY, Marion County, KY, Taylor County, KY","21001, 21045, 21087, 21123, 21155, 21217"
2844,"Taylor County, TX",48441,"Callahan County, TX, Coleman County, TX, Fisher County, TX, Jones County, TX, Nolan County, TX, Runnels County, TX, Taylor County, TX","48059, 48083, 48151, 48253, 48353, 48399, 48441"
2845,"Taylor County, WI",55119,"Chippewa County, WI, Clark County, WI, Lincoln County, WI, Marathon County, WI, Price County, WI, Rusk County, WI, Taylor County, WI","55017, 55019, 55069, 55073, 55099, 55107, 55119"
2846,"Taylor County, WV",54091,"Barbour County, WV, Harrison County, WV, Marion County, WV, Monongalia County, WV, Preston County, WV, Taylor County, WV","54001, 54033, 54049, 54061, 54077, 54091"
2847,"Tazewell County, IL",17179,"Fulton County, IL, Logan County, IL, McLean County, IL, Mason County, IL, Peoria County, IL, Tazewell County, IL, Woodford County, IL","17057, 17107, 17113, 17125, 17143, 17179, 17203"
2848,"Tazewell County, VA",51185,"Bland County, VA, Buchanan County, VA, Russell County, VA, Smyth County, VA, Tazewell County, VA, McDowell County, WV, Mercer County, WV","51021, 51027, 51167, 51173, 51185, 54047, 54055"
2849,"Tehama County, CA",06103,"Butte County, CA, Glenn County, CA, Mendocino County, CA, Plumas County, CA, Shasta County, CA, Tehama County, CA, Trinity County, CA","06007, 06021, 06045, 06063, 06089, 06103, 06105"
2850,"Telfair County, GA",13271,"Ben Hill County, GA, Coffee County, GA, Dodge County, GA, Jeff Davis County, GA, Telfair County, GA, Wheeler County, GA, Wilcox County, GA","13017, 13069, 13091, 13161, 13271, 13309, 13315"
2851,"Teller County, CO",08119,"Douglas County, CO, El Paso County, CO, Fremont County, CO, Jefferson County, CO, Park County, CO, Teller County, CO","08035, 08041, 08043, 08059, 08093, 08119"
2852,"Tensas Parish, LA",22107,"Catahoula Parish, LA, Concordia Parish, LA, Franklin Parish, LA, Madison Parish, LA, Tensas Parish, LA, Adams County, MS, Claiborne County, MS, Jefferson County, MS, Warren County, MS","22025, 22029, 22041, 22065, 22107, 28001, 28021, 28063, 28149"
2853,"Terrebonne Parish, LA",22109,"Assumption Parish, LA, Lafourche Parish, LA, St. Mary Parish, LA, Terrebonne Parish, LA","22007, 22057, 22101, 22109"
2854,"Terrell County, GA",13273,"Calhoun County, GA, Dougherty County, GA, Lee County, GA, Randolph County, GA, Sumter County, GA, Terrell County, GA, Webster County, GA","13037, 13095, 13177, 13243, 13261, 13273, 13307"
2855,"Terrell County, TX",48443,"Brewster County, TX, Crockett County, TX, Pecos County, TX, Terrell County, TX, Val Verde County, TX","48043, 48105, 48371, 48443, 48465"
2856,"Terry County, TX",48445,"Cochran County, TX, Dawson County, TX, Gaines County, TX, Hockley County, TX, Lubbock County, TX, Lynn County, TX, Terry County, TX, Yoakum County, TX","48079, 48115, 48165, 48219, 48303, 48305, 48445, 48501"
2857,"Teton County, ID",16081,"Bonneville County, ID, Fremont County, ID, Madison County, ID, Teton County, ID, Teton County, WY","16019, 16043, 16065, 16081, 56039"
2858,"Teton County, MT",30099,"Cascade County, MT, Chouteau County, MT, Flathead County, MT, Lewis and Clark County, MT, Pondera County, MT, Teton County, MT","30013, 30015, 30029, 30049, 30073, 30099"
2859,"Teton County, WY",56039,"Bonneville County, ID, Fremont County, ID, Teton County, ID, Gallatin County, MT, Fremont County, WY, Lincoln County, WY, Park County, WY, Sublette County, WY, Teton County, WY","16019, 16043, 16081, 30031, 56013, 56023, 56029, 56035, 56039"
2860,"Texas County, MO",29215,"Dent County, MO, Douglas County, MO, Howell County, MO, Laclede County, MO, Phelps County, MO, Pulaski County, MO, Shannon County, MO, Texas County, MO, Wright County, MO","29065, 29067, 29091, 29105, 29161, 29169, 29203, 29215, 29229"
2861,"Texas County, OK",40139,"Morton County, KS, Seward County, KS, Stevens County, KS, Beaver County, OK, Cimarron County, OK, Texas County, OK, Hansford County, TX, Ochiltree County, TX, Sherman County, TX","20129, 20175, 20189, 40007, 40025, 40139, 48195, 48357, 48421"
2862,"Thayer County, NE",31169,"Republic County, KS, Washington County, KS, Fillmore County, NE, Jefferson County, NE, Nuckolls County, NE, Saline County, NE, Thayer County, NE","20157, 20201, 31059, 31095, 31129, 31151, 31169"
2863,"Thomas County, GA",13275,"Jefferson County, FL, Leon County, FL, Brooks County, GA, Colquitt County, GA, Grady County, GA, Mitchell County, GA, Thomas County, GA","12065, 12073, 13027, 13071, 13131, 13205, 13275"
2864,"Thomas County, KS",20193,"Decatur County, KS, Gove County, KS, Logan County, KS, Rawlins County, KS, Sheridan County, KS, Sherman County, KS, Thomas County, KS","20039, 20063, 20109, 20153, 20179, 20181, 20193"
2865,"Thomas County, NE",31171,"Blaine County, NE, Cherry County, NE, Hooker County, NE, Logan County, NE, McPherson County, NE, Thomas County, NE","31009, 31031, 31091, 31113, 31117, 31171"
2866,"Throckmorton County, TX",48447,"Archer County, TX, Baylor County, TX, Haskell County, TX, Knox County, TX, Shackelford County, TX, Stephens County, TX, Throckmorton County, TX, Young County, TX","48009, 48023, 48207, 48275, 48417, 48429, 48447, 48503"
2867,"Thurston County, NE",31173,"Monona County, IA, Woodbury County, IA, Burt County, NE, Cuming County, NE, Dakota County, NE, Dixon County, NE, Thurston County, NE, Wayne County, NE","19133, 19193, 31021, 31039, 31043, 31051, 31173, 31179"
2868,"Thurston County, WA",53067,"Grays Harbor County, WA, Lewis County, WA, Mason County, WA, Pierce County, WA, Thurston County, WA","53027, 53041, 53045, 53053, 53067"
2869,"Tift County, GA",13277,"Berrien County, GA, Colquitt County, GA, Cook County, GA, Irwin County, GA, Tift County, GA, Turner County, GA, Worth County, GA","13019, 13071, 13075, 13155, 13277, 13287, 13321"
2870,"Tillamook County, OR",41057,"Clatsop County, OR, Columbia County, OR, Lincoln County, OR, Polk County, OR, Tillamook County, OR, Washington County, OR, Yamhill County, OR","41007, 41009, 41041, 41053, 41057, 41067, 41071"
2871,"Tillman County, OK",40141,"Comanche County, OK, Cotton County, OK, Jackson County, OK, Kiowa County, OK, Tillman County, OK, Wichita County, TX, Wilbarger County, TX","40031, 40033, 40065, 40075, 40141, 48485, 48487"
2872,"Tinian Municipality, MP",69120,"Saipan Municipality, MP, Tinian Municipality, MP","69110, 69120"
2873,"Tioga County, NY",36107,"Broome County, NY, Chemung County, NY, Cortland County, NY, Tioga County, NY, Tompkins County, NY, Bradford County, PA, Susquehanna County, PA","36007, 36015, 36023, 36107, 36109, 42015, 42115"
2874,"Tioga County, PA",42117,"Chemung County, NY, Steuben County, NY, Bradford County, PA, Lycoming County, PA, Potter County, PA, Tioga County, PA","36015, 36101, 42015, 42081, 42105, 42117"
2875,"Tippah County, MS",28139,"Alcorn County, MS, Benton County, MS, Prentiss County, MS, Tippah County, MS, Union County, MS, Hardeman County, TN","28003, 28009, 28117, 28139, 28145, 47069"
2876,"Tippecanoe County, IN",18157,"Benton County, IN, Carroll County, IN, Clinton County, IN, Fountain County, IN, Montgomery County, IN, Tippecanoe County, IN, Warren County, IN, White County, IN","18007, 18015, 18023, 18045, 18107, 18157, 18171, 18181"
2877,"Tipton County, IN",18159,"Clinton County, IN, Grant County, IN, Hamilton County, IN, Howard County, IN, Madison County, IN, Tipton County, IN","18023, 18053, 18057, 18067, 18095, 18159"
2878,"Tipton County, TN",47167,"Crittenden County, AR, Mississippi County, AR, Fayette County, TN, Haywood County, TN, Lauderdale County, TN, Shelby County, TN, Tipton County, TN","05035, 05093, 47047, 47075, 47097, 47157, 47167"
2879,"Tishomingo County, MS",28141,"Colbert County, AL, Franklin County, AL, Lauderdale County, AL, Alcorn County, MS, Itawamba County, MS, Prentiss County, MS, Tishomingo County, MS, Hardin County, TN","01033, 01059, 01077, 28003, 28057, 28117, 28141, 47071"
2880,"Titus County, TX",48449,"Camp County, TX, Franklin County, TX, Morris County, TX, Red River County, TX, Titus County, TX","48063, 48159, 48343, 48387, 48449"
2881,"Toa Alta Municipio, PR",72135,"Bayamón Municipio, PR, Corozal Municipio, PR, Dorado Municipio, PR, Naranjito Municipio, PR, Toa Alta Municipio, PR, Toa Baja Municipio, PR, Vega Alta Municipio, PR","72021, 72047, 72051, 72105, 72135, 72137, 72143"
2882,"Toa Baja Municipio, PR",72137,"Bayamón Municipio, PR, Cataño Municipio, PR, Dorado Municipio, PR, San Juan Municipio, PR, Toa Alta Municipio, PR, Toa Baja Municipio, PR","72021, 72033, 72051, 72127, 72135, 72137"
2883,"Todd County, KY",21219,"Christian County, KY, Logan County, KY, Muhlenberg County, KY, Todd County, KY, Montgomery County, TN, Robertson County, TN","21047, 21141, 21177, 21219, 47125, 47147"
2884,"Todd County, MN",27111,"Becker County, MN, Clay County, MN, Douglas County, MN, Grant County, MN, Otter Tail County, MN, Todd County, MN, Wadena County, MN, Wilkin County, MN","27005, 27027, 27041, 27051, 27111, 27153, 27159, 27167"
2885,"Todd County, MN",27153,"Cass County, MN, Douglas County, MN, Morrison County, MN, Otter Tail County, MN, Stearns County, MN, Todd County, MN, Wadena County, MN","27021, 27041, 27097, 27111, 27145, 27153, 27159"
2886,"Todd County, SD",46121,"Cherry County, NE, Keya Paha County, NE, Bennett County, SD, Jackson County, SD, Mellette County, SD, Todd County, SD, Tripp County, SD","31031, 31103, 46007, 46071, 46095, 46121, 46123"
2887,"Tolland County, CT",09013,"Hartford County, CT, New London County, CT, Tolland County, CT, Windham County, CT, Hampden County, MA, Worcester County, MA","09003, 09011, 09013, 09015, 25013, 25027"
2888,"Tom Green County, TX",48451,"Coke County, TX, Concho County, TX, Irion County, TX, Menard County, TX, Reagan County, TX, Runnels County, TX, Schleicher County, TX, Sterling County, TX, Tom Green County, TX","48081, 48095, 48235, 48327, 48383, 48399, 48413, 48431, 48451"
2889,"Tompkins County, NY",36109,"Cayuga County, NY, Chemung County, NY, Cortland County, NY, Schuyler County, NY, Seneca County, NY, Tioga County, NY, Tompkins County, NY","36011, 36015, 36023, 36097, 36099, 36107, 36109"
2890,"Tooele County, UT",49045,"Elko County, NV, White Pine County, NV, Box Elder County, UT, Davis County, UT, Juab County, UT, Salt Lake County, UT, Tooele County, UT, Utah County, UT, Weber County, UT","32007, 32033, 49003, 49011, 49023, 49035, 49045, 49049, 49057"
2891,"Toole County, MT",30101,"Glacier County, MT, Liberty County, MT, Pondera County, MT, Toole County, MT","30035, 30051, 30073, 30101"
2892,"Toombs County, GA",13279,"Appling County, GA, Candler County, GA, Emanuel County, GA, Jeff Davis County, GA, Montgomery County, GA, Tattnall County, GA, Toombs County, GA, Treutlen County, GA","13001, 13043, 13107, 13161, 13209, 13267, 13279, 13283"
2893,"Torrance County, NM",35057,"Bernalillo County, NM, Guadalupe County, NM, Lincoln County, NM, San Miguel County, NM, Santa Fe County, NM, Socorro County, NM, Torrance County, NM, Valencia County, NM","35001, 35019, 35027, 35047, 35049, 35053, 35057, 35061"
2894,"Towner County, ND",38095,"Benson County, ND, Cavalier County, ND, Pierce County, ND, Ramsey County, ND, Rolette County, ND, Towner County, ND","38005, 38019, 38069, 38071, 38079, 38095"
2895,"Towns County, GA",13281,"Habersham County, GA, Rabun County, GA, Towns County, GA, Union County, GA, White County, GA, Clay County, NC","13137, 13241, 13281, 13291, 13311, 37043"
2896,"Traill County, ND",38097,"Norman County, MN, Polk County, MN, Cass County, ND, Grand Forks County, ND, Steele County, ND, Traill County, ND","27107, 27119, 38017, 38035, 38091, 38097"
2897,"Transylvania County, NC",37175,"Haywood County, NC, Henderson County, NC, Jackson County, NC, Transylvania County, NC, Greenville County, SC, Oconee County, SC, Pickens County, SC","37087, 37089, 37099, 37175, 45045, 45073, 45077"
2898,"Traverse County, MN",27155,"Big Stone County, MN, Grant County, MN, Stevens County, MN, Traverse County, MN, Wilkin County, MN, Richland County, ND, Roberts County, SD","27011, 27051, 27149, 27155, 27167, 38077, 46109"
